woman,age,education,work,metropolitan_area,non_white,urban,work_permit,poverty
0,41,7,7,0,0,1,2,0
0,46,5,7,0,0,1,2,0
1,40,5,7,0,0,1,2,0
0,37,7,9,1,1,1,1,0
0,18,2,4,1,1,1,0,1
0,35,5,7,1,1,1,1,0
0,55,2,10,1,0,1,1,0
0,30,4,6,1,1,1,0,0
1,38,5,11,1,1,1,1,0
0,43,5,8,1,1,1,2,0
0,45,5,8,1,1,1,2,0
0,62,5,4,1,1,1,1,0
1,62,5,6,0,0,1,2,0
0,52,5,8,0,0,1,2,0
0,35,6,8,0,1,1,2,0
1,61,5,9,0,0,1,2,0
0,35,5,3,0,0,1,1,0
0,28,5,1,0,0,1,2,0
0,46,5,4,0,0,1,2,0
1,40,2,4,0,0,1,2,0
0,22,5,4,0,0,1,0,0
0,62,5,4,0,0,1,1,0
1,59,7,4,0,0,1,1,0
1,71,2,2,0,0,1,2,0
0,67,3,8,0,1,1,2,0
0,45,7,2,1,1,1,1,0
0,25,5,7,1,1,1,1,0
0,29,7,7,1,1,1,2,0
1,21,5,4,1,0,1,1,0
0,46,2,7,1,1,1,1,0
1,49,7,7,1,1,1,1,0
1,65,2,9,1,0,1,1,0
1,56,6,8,1,1,1,0,0
0,38,5,5,1,1,1,2,0
0,37,3,10,1,1,1,2,0
0,39,2,7,1,1,1,1,0
1,38,2,6,1,1,1,1,0
1,28,7,9,1,0,1,1,0
1,35,7,9,0,0,1,2,0
0,36,2,4,0,0,1,2,1
1,21,5,6,0,1,1,1,0
0,39,2,6,0,1,1,1,0
0,29,5,4,0,1,1,2,0
1,43,5,9,0,1,1,2,0
0,40,5,7,0,1,1,1,0
0,40,4,6,0,0,1,1,0
0,36,2,3,0,1,1,2,1
0,43,3,1,0,0,1,2,0
1,40,7,10,0,1,1,0,0
0,47,7,8,0,0,1,0,0
0,43,2,1,0,1,1,2,1
0,40,5,3,0,0,1,2,0
1,36,7,4,0,0,1,0,0
0,54,3,7,1,1,1,1,0
1,44,2,10,1,1,1,2,1
1,32,5,9,1,1,1,1,0
0,37,5,11,1,1,1,1,0
1,43,5,9,1,0,1,1,1
1,43,3,6,1,1,1,2,1
0,45,5,2,1,1,1,1,1
1,38,5,4,1,0,1,1,1
1,50,2,11,1,1,1,0,1
0,38,5,3,1,0,1,1,1
0,43,2,3,1,0,1,2,1
0,21,5,4,1,1,1,0,0
1,22,3,4,1,1,1,0,0
1,32,2,6,1,1,1,2,0
0,42,5,5,1,0,1,2,0
0,54,2,3,1,1,1,2,0
1,60,2,11,1,1,1,0,0
0,35,7,10,1,1,1,2,0
1,37,7,9,1,0,1,2,0
1,50,5,9,1,1,1,1,0
0,56,5,4,1,1,1,1,0
0,23,5,4,1,1,1,1,0
1,53,2,10,1,1,1,1,0
0,62,2,3,1,1,1,2,0
0,22,5,6,1,0,1,0,0
1,25,5,7,1,0,1,1,0
1,49,2,4,1,0,1,2,1
0,40,5,8,1,1,1,2,0
1,38,3,2,1,1,1,2,0
1,20,4,2,1,1,1,0,0
0,39,7,5,1,0,1,2,0
0,46,7,8,1,0,1,2,0
1,38,7,8,1,1,1,2,0
1,40,7,2,1,1,1,2,1
0,40,7,2,1,1,1,2,1
0,50,4,10,1,1,1,2,0
0,21,7,8,1,0,1,2,0
0,70,5,4,1,0,1,1,0
1,39,6,9,1,0,1,1,0
0,42,2,7,1,0,1,1,0
0,65,2,5,1,1,1,2,0
0,37,2,4,1,0,1,0,0
0,41,4,4,1,1,1,1,1
1,45,2,6,1,1,1,2,0
0,64,7,10,1,0,1,2,1
1,62,7,9,1,1,1,0,0
1,23,6,7,1,0,1,0,0
0,35,6,9,1,0,1,0,0
1,68,7,9,1,0,1,2,0
0,84,7,7,1,0,1,0,0
0,64,7,9,1,0,1,2,0
1,24,7,4,1,0,1,1,0
0,54,7,8,1,0,1,2,0
1,46,7,7,1,0,1,1,0
1,56,7,4,1,0,1,2,0
0,38,2,3,0,1,1,2,1
0,29,2,4,0,0,1,2,1
1,32,5,6,0,1,1,2,1
0,28,5,8,0,0,1,2,0
1,60,4,10,0,1,1,2,0
0,38,4,11,0,1,1,1,1
0,44,2,3,0,1,1,1,1
1,25,7,9,0,0,1,0,1
1,30,2,10,0,1,1,2,1
0,56,3,4,0,0,1,0,1
1,63,5,9,1,0,1,1,0
0,33,7,9,1,0,1,2,0
0,30,4,3,1,0,1,2,1
1,53,2,9,1,1,1,1,0
1,48,5,11,1,1,1,0,0
0,47,1,4,1,0,1,2,0
0,19,5,3,1,1,1,2,0
0,60,2,1,0,0,0,1,0
1,27,2,1,0,0,0,2,1
0,36,2,1,0,0,0,2,1
0,60,2,2,0,0,0,0,0
0,56,3,8,0,0,0,2,0
1,55,3,6,0,0,0,0,0
0,55,2,2,0,1,0,1,0
1,33,7,6,1,0,1,2,0
0,27,7,6,1,0,1,2,0
0,27,7,7,1,0,1,1,0
0,73,7,9,1,0,1,2,0
1,70,7,4,1,0,1,2,0
1,43,7,3,1,0,1,1,0
0,62,7,2,1,0,1,1,0
1,38,7,9,1,0,1,1,0
1,35,7,9,1,0,1,2,0
0,67,7,8,1,0,1,2,0
0,42,7,7,1,0,1,1,0
1,35,7,9,1,0,1,2,0
0,33,7,10,1,0,1,1,0
1,54,7,9,1,0,1,2,0
1,61,7,9,1,0,1,2,0
1,39,7,7,1,0,1,1,0
0,52,7,9,1,0,1,1,0
1,52,7,9,1,0,1,2,0
1,33,7,2,1,0,1,1,0
0,36,7,5,1,1,1,2,0
0,50,7,8,1,0,1,2,0
0,55,7,7,1,1,1,2,0
1,61,7,7,0,0,1,1,0
1,35,5,2,0,0,1,2,0
0,35,5,4,0,1,1,1,0
1,52,7,7,0,0,1,1,0
0,40,3,7,0,1,1,1,0
0,63,7,7,0,0,1,2,0
1,56,7,9,0,0,1,1,0
1,40,2,6,0,0,1,2,0
0,41,5,5,0,0,1,1,0
1,57,7,10,0,1,1,2,0
0,59,7,7,0,0,1,1,0
0,27,7,2,0,0,1,1,0
0,33,7,8,1,0,1,1,0
1,34,7,7,1,0,1,1,0
0,55,7,7,1,0,1,1,0
1,56,7,4,1,0,1,2,0
1,31,7,8,1,0,1,2,0
0,34,2,1,0,1,1,2,1
0,57,1,1,0,1,1,2,1
0,23,1,1,0,0,1,2,1
0,51,2,8,0,0,1,0,1
0,41,7,9,1,1,1,2,0
1,29,7,9,1,1,1,2,0
0,25,5,7,1,0,1,2,0
1,22,5,10,1,0,1,2,0
0,65,2,3,1,1,1,2,0
1,37,7,8,1,0,1,2,0
0,35,7,10,1,0,1,0,0
1,53,7,4,1,0,1,1,0
0,50,7,5,1,0,1,1,0
1,51,7,8,1,0,1,2,0
0,49,7,7,1,0,1,0,0
1,45,7,7,1,0,1,1,0
1,41,7,2,1,0,1,1,0
0,56,7,2,1,0,1,1,0
1,59,6,2,1,0,1,2,1
0,49,7,7,1,0,1,2,0
0,41,7,7,1,1,1,1,0
1,37,2,11,1,1,1,0,1
0,30,5,5,1,1,1,2,1
0,64,2,2,1,1,1,1,0
1,39,7,2,1,1,1,1,0
1,18,3,8,1,1,1,0,0
1,41,5,2,1,1,1,2,0
0,61,5,6,1,1,1,2,0
1,25,6,9,1,0,1,1,0
1,20,5,2,1,0,1,1,0
0,34,7,2,1,0,1,1,0
0,76,7,4,1,0,1,2,0
0,25,7,7,1,0,1,2,0
0,62,7,3,1,0,1,2,0
1,56,7,3,1,0,1,0,0
1,48,7,9,1,0,1,2,0
0,50,7,4,1,0,1,2,0
1,53,7,7,1,0,1,1,0
1,44,7,9,1,0,1,2,0
0,44,7,2,1,0,1,1,0
1,34,7,9,1,0,1,0,0
0,35,7,9,1,0,1,0,0
0,64,7,9,1,0,1,2,0
0,40,6,8,1,1,1,2,0
1,36,4,3,1,1,1,1,0
0,37,7,7,1,1,1,1,0
1,37,5,5,1,1,1,1,0
0,49,4,10,1,1,1,2,1
0,50,2,11,1,1,1,1,0
1,35,3,10,1,1,1,2,0
0,35,6,8,1,0,1,2,0
0,28,4,2,1,1,1,1,1
1,46,7,8,1,1,1,0,0
1,67,2,2,1,0,1,2,1
0,30,4,4,0,1,0,0,0
1,30,4,2,0,0,0,1,0
0,35,7,9,1,0,1,2,0
0,32,6,10,1,0,1,0,0
1,52,6,10,1,0,1,2,0
0,54,5,9,1,1,1,2,0
0,58,2,7,1,1,1,2,1
0,54,7,9,1,1,1,2,0
0,24,5,5,1,0,1,2,1
0,25,5,8,1,0,1,0,0
1,51,5,9,1,1,1,0,0
0,52,2,4,0,1,1,1,0
0,22,5,10,0,0,1,2,0
1,58,5,11,0,1,1,0,0
0,40,4,4,0,1,1,1,0
0,47,2,2,0,1,1,1,1
0,22,3,2,0,1,1,0,1
0,36,7,7,0,0,1,2,0
0,50,2,10,0,1,1,1,0
1,52,2,9,0,1,1,1,0
0,63,2,8,0,1,1,2,0
0,36,7,4,0,1,1,2,0
0,32,5,5,0,1,1,1,1
0,46,2,4,1,0,1,0,0
1,40,5,11,1,1,1,0,1
0,29,5,4,1,0,1,1,1
0,52,2,4,1,1,1,1,0
1,57,5,2,1,1,1,2,1
1,54,2,11,1,0,1,1,0
0,41,4,5,1,1,1,1,0
1,41,2,11,1,1,1,1,0
0,20,4,7,1,1,1,1,0
1,19,4,10,1,1,1,2,0
1,27,5,9,1,1,1,1,0
0,32,5,10,1,1,1,2,0
0,39,5,3,1,0,1,2,1
0,42,6,7,1,0,1,2,0
0,67,7,8,1,0,1,2,0
0,43,7,7,1,1,1,1,0
1,40,7,7,1,0,1,1,0
0,36,5,9,1,1,1,2,0
0,50,7,8,1,1,1,2,0
1,25,7,9,1,0,1,1,0
0,23,7,8,1,1,1,2,0
1,49,5,6,1,1,1,2,0
0,54,3,6,1,0,1,2,0
1,46,7,9,1,0,1,2,0
0,42,5,7,1,1,1,1,0
1,48,5,10,1,0,1,2,0
0,46,5,5,1,0,1,1,0
1,39,4,11,1,1,1,0,1
0,60,5,4,1,0,1,1,1
1,34,5,11,1,1,1,0,1
0,41,7,9,1,0,1,2,0
1,26,6,4,1,1,1,1,0
0,46,7,2,0,1,1,1,0
1,42,5,2,0,1,1,1,0
0,42,7,2,0,0,1,1,0
0,50,5,2,0,1,1,1,0
0,40,7,2,0,0,1,1,0
1,27,7,7,0,1,1,2,0
1,24,7,9,0,1,1,1,0
0,56,7,2,0,0,1,1,0
0,58,5,2,0,0,1,1,0
0,43,5,2,0,1,1,2,0
0,50,7,2,0,0,1,1,0
1,45,6,7,0,0,1,2,0
0,63,7,8,1,0,1,2,0
1,52,7,7,1,0,1,1,0
0,24,7,7,1,0,1,1,0
1,28,7,4,1,1,1,1,0
0,44,4,7,1,1,1,1,1
1,35,7,9,1,1,1,2,0
0,38,7,7,1,1,1,1,0
0,44,7,8,1,0,1,2,0
1,36,7,9,1,0,1,2,0
1,38,5,7,1,0,1,2,0
1,62,3,2,0,1,1,2,1
0,33,6,10,0,1,1,0,1
0,41,3,10,0,0,1,2,1
0,64,3,4,0,1,1,2,0
0,38,5,2,0,0,1,1,0
0,39,5,8,0,0,1,2,0
1,33,5,4,0,1,1,2,0
0,44,5,8,0,1,1,2,0
1,56,5,10,1,0,1,2,0
0,55,3,10,1,0,1,2,0
1,61,5,6,1,0,1,2,0
0,38,3,7,1,0,1,1,0
1,57,5,4,1,0,1,2,0
1,48,2,11,1,0,1,0,0
1,61,2,11,1,1,1,1,0
0,50,1,7,1,1,1,1,0
1,82,3,2,1,0,1,2,1
0,48,5,10,1,0,1,2,0
1,58,7,11,1,1,1,0,0
0,55,3,4,1,1,1,1,0
0,33,5,7,1,1,1,1,0
0,23,5,2,1,1,1,1,0
0,22,5,7,1,1,1,1,0
1,45,5,9,1,1,1,1,0
0,43,2,2,0,1,1,1,1
0,46,5,3,0,1,1,2,0
1,39,7,9,0,1,1,2,0
0,28,5,3,0,0,1,1,0
0,45,2,2,0,1,1,1,0
0,25,4,2,0,1,1,1,0
0,40,5,5,0,1,1,2,0
1,48,5,9,0,1,1,2,0
0,48,2,3,0,0,1,1,1
1,40,7,9,0,0,1,2,0
0,42,7,4,1,0,1,1,0
0,34,7,7,1,0,1,1,0
0,34,7,3,1,0,1,1,0
0,29,7,7,1,1,1,0,0
1,62,3,11,1,0,1,1,0
1,38,7,9,1,0,1,0,0
0,59,7,5,1,0,1,1,0
1,56,7,9,1,0,1,2,0
0,28,7,4,1,0,1,2,0
1,27,7,9,1,0,1,0,0
1,31,7,9,1,1,1,0,0
0,32,7,9,1,1,1,0,0
1,60,7,9,1,0,1,1,0
1,59,7,8,1,0,1,2,0
1,26,7,7,1,0,1,1,0
1,57,7,9,1,1,1,2,0
0,33,5,4,1,1,1,1,0
0,46,3,5,1,1,1,2,0
0,38,3,5,1,1,1,1,1
1,40,2,2,0,1,1,1,0
0,37,5,7,0,1,1,1,0
0,29,2,2,0,0,1,1,0
0,53,5,2,0,1,1,1,0
1,55,5,11,0,1,1,1,0
0,29,5,2,0,1,1,1,0
1,41,3,11,0,1,1,0,1
0,49,2,7,0,1,1,1,1
0,35,3,9,0,1,1,2,0
1,35,3,11,0,1,1,0,0
1,41,5,6,0,0,1,2,0
0,47,7,4,0,0,1,1,0
0,59,5,8,0,1,1,2,0
0,51,2,3,1,1,1,2,0
0,45,7,9,1,0,1,2,0
0,40,2,4,1,0,1,2,1
0,43,2,4,0,1,1,0,1
0,53,2,4,0,1,1,1,1
0,37,5,7,1,0,1,1,0
1,36,6,9,1,0,1,1,0
0,47,2,7,1,0,1,2,1
0,54,5,2,1,1,1,2,0
1,36,5,9,1,1,1,1,0
1,27,2,11,1,1,1,0,1
0,61,5,4,1,1,1,2,0
0,54,2,4,1,1,1,2,0
1,49,7,9,1,0,1,2,0
0,45,7,9,1,0,1,2,0
0,56,2,3,1,1,1,2,0
0,18,4,10,1,1,1,2,0
0,47,5,5,1,1,1,1,0
1,41,5,11,1,0,1,0,0
0,45,2,4,1,1,1,2,0
1,42,2,4,1,0,1,2,0
0,47,2,5,1,1,1,0,1
0,51,2,8,0,1,0,0,1
0,46,2,7,0,1,0,1,0
1,52,2,6,0,1,0,2,0
0,38,5,4,0,1,0,0,0
0,24,4,3,0,1,0,2,0
1,29,5,9,0,1,0,0,0
0,39,7,1,0,1,0,1,0
1,38,7,8,0,0,1,0,0
0,60,6,5,0,0,1,2,0
1,56,7,9,0,0,1,2,0
0,38,7,8,0,0,1,2,0
0,50,2,11,0,1,1,1,0
1,47,2,9,0,1,1,1,0
1,23,5,9,0,1,1,1,0
0,45,5,3,0,0,1,2,1
1,44,5,7,0,1,1,0,1
0,45,2,3,0,0,1,2,1
1,24,5,9,0,0,1,0,0
1,57,5,10,0,0,1,2,1
0,56,2,5,0,1,1,1,0
0,34,2,3,0,1,1,2,0
1,26,5,2,0,1,1,1,0
1,40,4,4,0,1,1,2,0
0,39,2,3,0,0,1,1,0
0,44,7,4,0,0,1,2,0
1,36,6,4,0,1,1,2,0
1,46,5,7,0,0,1,1,0
0,46,3,8,0,0,1,2,0
0,65,2,3,0,0,1,2,0
0,37,7,7,0,0,1,2,0
1,60,2,11,0,1,1,1,0
0,29,7,7,1,0,1,2,0
0,31,6,7,1,0,1,1,0
0,31,7,7,1,0,1,1,0
1,45,7,9,1,0,1,1,0
0,35,2,1,0,0,1,0,1
0,30,5,1,0,1,1,2,1
0,32,5,4,0,0,1,2,0
1,28,5,4,0,1,1,2,0
0,57,2,1,0,1,1,2,1
1,37,5,9,0,1,1,1,1
0,30,4,1,0,1,1,2,1
0,52,2,1,0,1,1,2,1
1,22,5,4,0,1,1,1,0
0,31,2,4,0,1,1,1,0
0,53,1,4,0,0,1,1,0
0,64,3,11,0,0,1,0,0
0,72,2,2,0,1,1,2,0
1,34,5,9,0,1,1,1,1
0,38,6,7,1,0,1,2,0
1,39,7,7,1,1,1,1,0
0,31,7,8,1,1,1,2,0
0,62,7,7,1,1,1,2,0
0,33,7,8,1,1,1,2,0
0,46,2,3,1,1,1,2,1
1,44,5,11,1,1,1,0,0
0,27,5,6,1,0,1,2,0
1,44,5,6,1,1,1,2,0
1,40,4,9,0,1,1,2,0
0,23,5,10,0,1,1,2,0
1,50,2,11,0,0,1,0,0
0,40,5,5,0,1,1,1,1
1,38,4,8,0,0,1,2,0
0,50,2,5,0,1,1,2,0
0,37,1,4,0,1,1,1,0
1,25,5,6,0,1,1,0,0
0,31,5,10,0,0,1,1,0
0,46,7,8,0,1,1,2,0
0,35,5,2,0,0,1,1,0
1,36,7,7,0,0,1,1,0
0,34,5,2,0,0,1,1,0
0,49,6,9,0,1,1,2,0
1,37,7,9,0,0,1,2,0
1,44,6,10,0,1,1,2,0
0,51,6,10,0,0,1,0,0
1,49,7,7,0,0,1,2,1
0,42,5,5,0,1,1,1,0
0,35,5,5,1,1,1,1,0
1,37,5,9,1,0,1,1,0
0,39,5,5,1,1,1,1,0
0,56,3,6,1,0,1,2,1
0,63,5,3,1,1,1,2,0
1,44,7,4,1,0,1,1,0
0,44,6,5,1,0,0,2,0
1,43,3,11,1,1,0,0,1
0,46,5,2,1,0,0,1,0
1,21,5,10,1,0,0,2,0
1,19,5,11,1,0,0,0,0
0,39,5,1,1,0,0,2,1
0,35,6,7,1,1,0,2,0
1,37,7,7,1,0,0,2,0
0,50,2,4,1,1,0,2,0
0,60,1,1,0,0,0,2,1
0,59,7,9,0,0,0,1,0
0,41,2,1,0,1,0,2,0
1,31,5,8,0,0,0,2,0
0,39,5,7,0,1,1,2,0
1,44,7,9,0,1,1,2,0
1,36,7,9,0,1,1,1,0
1,36,7,10,0,0,1,1,0
0,33,6,2,0,0,1,1,0
0,32,6,2,0,1,1,1,0
0,26,7,2,0,0,1,1,0
1,26,5,2,0,0,1,1,0
0,41,5,2,0,1,1,1,0
0,68,6,6,1,0,1,0,0
1,51,7,6,1,0,1,0,0
0,26,6,2,1,0,1,1,0
0,52,4,7,1,1,1,1,0
1,43,4,7,1,0,1,1,0
0,65,5,2,1,0,1,1,0
1,62,6,2,1,1,1,0,1
1,31,5,8,1,1,1,1,1
0,47,7,4,1,1,1,2,0
1,60,7,8,1,0,1,2,0
0,36,4,2,1,0,1,1,1
0,53,5,4,1,0,1,2,0
1,39,5,11,1,0,1,1,0
0,47,3,7,1,0,1,1,0
1,37,7,9,1,0,1,2,0
0,37,7,9,1,0,1,1,0
1,44,7,8,0,0,1,2,0
1,33,4,7,0,1,1,2,0
0,33,4,3,0,1,1,1,0
1,44,5,6,0,0,1,2,0
0,46,5,2,0,0,1,1,0
1,43,2,2,0,0,1,1,0
0,25,5,7,0,0,1,1,0
0,37,3,2,0,0,1,2,1
0,44,7,7,0,0,1,0,0
1,39,7,7,0,1,1,1,0
1,25,6,7,0,1,1,1,1
0,54,5,5,0,1,1,2,0
1,45,2,2,0,0,1,2,0
0,50,2,3,0,1,1,2,0
0,21,5,7,0,0,1,1,0
0,34,6,4,1,0,1,2,0
0,60,7,3,1,1,1,2,1
0,50,5,8,1,1,1,2,0
1,60,2,11,1,1,1,1,0
1,33,3,4,1,1,0,1,1
0,39,4,4,1,1,0,1,0
1,51,7,6,1,0,0,2,0
1,45,2,11,1,1,0,1,0
1,21,4,7,1,1,0,1,0
1,32,7,7,1,0,0,2,1
0,52,7,5,1,0,0,2,0
0,53,5,2,1,1,0,2,0
1,40,2,11,1,0,0,1,1
0,35,5,9,1,1,1,2,1
1,40,5,2,1,0,1,1,0
1,53,7,2,1,0,1,2,1
0,21,6,4,1,0,1,1,1
1,40,7,9,1,0,1,2,0
0,40,4,2,1,0,1,2,0
1,48,5,4,1,0,1,2,0
0,62,5,10,1,0,1,2,0
0,57,7,4,1,1,1,1,0
0,39,7,5,1,0,1,1,0
1,37,7,4,1,0,1,1,0
0,48,5,5,1,0,1,2,0
0,55,4,2,1,0,1,1,0
0,28,5,4,1,0,1,2,0
0,43,5,3,1,1,1,1,0
1,33,4,10,1,0,1,2,0
1,61,2,11,1,1,1,0,1
0,47,5,9,1,0,1,0,0
0,19,5,4,1,0,1,0,0
1,25,5,7,1,1,1,0,0
0,50,5,7,1,1,1,1,0
1,31,5,10,0,0,1,2,0
0,53,5,7,0,0,1,1,0
1,44,5,9,0,0,1,1,0
0,30,5,5,0,0,1,1,0
0,51,5,2,0,0,1,1,0
1,42,5,7,0,0,1,1,0
1,20,6,2,0,0,1,1,0
1,37,5,4,0,1,1,1,0
1,49,7,2,1,0,1,1,0
0,38,5,7,1,1,1,0,0
1,79,7,4,1,1,1,2,0
0,51,7,2,1,0,1,1,0
0,46,5,4,1,0,1,2,0
1,42,5,7,1,0,1,2,0
0,25,5,4,1,1,1,2,0
0,34,5,7,1,0,1,2,0
1,39,7,2,1,0,1,1,0
0,57,2,1,0,0,1,1,0
1,48,3,1,0,0,1,1,0
1,61,7,9,0,0,1,2,0
1,30,7,7,0,0,1,2,0
1,21,5,4,0,1,1,1,0
1,38,7,9,0,1,1,2,0
0,40,5,10,0,0,1,2,0
0,41,7,8,0,0,1,2,0
1,34,7,8,0,0,1,2,0
1,50,5,7,0,0,1,1,0
0,44,5,2,0,1,1,1,0
0,55,2,3,0,1,1,2,0
0,58,2,7,0,0,1,1,0
1,49,7,5,0,0,1,1,0
0,40,6,4,0,0,1,1,0
1,20,6,5,0,0,1,1,0
0,47,3,9,0,0,1,1,0
0,25,5,3,0,0,1,0,0
1,58,5,11,0,1,1,0,0
1,25,7,7,0,1,1,2,0
0,24,5,6,0,1,1,1,0
1,42,5,11,0,0,1,1,0
0,20,6,3,0,0,1,0,0
0,63,2,3,0,1,1,2,0
1,50,5,4,0,0,1,2,0
0,18,5,4,0,1,1,0,0
0,69,1,1,0,0,0,2,0
0,27,5,7,0,0,0,1,1
0,77,2,1,0,0,0,2,0
1,58,2,1,0,0,0,2,0
0,73,2,1,0,1,0,2,0
0,52,2,3,0,1,0,2,0
0,48,2,3,0,1,0,2,0
0,35,5,1,0,1,0,1,0
1,24,4,6,0,0,0,1,0
0,29,4,1,0,1,0,1,1
0,60,2,1,0,0,0,2,0
0,45,4,3,0,0,0,0,0
1,40,5,6,0,0,0,0,0
1,59,2,2,0,0,0,2,1
0,63,2,1,0,0,0,2,0
1,57,3,1,0,0,0,2,0
0,59,2,11,0,1,0,1,0
1,49,7,1,0,0,0,2,0
1,53,5,1,0,0,0,2,0
0,70,2,1,0,0,0,2,0
0,39,7,7,0,0,0,2,0
1,35,7,9,0,0,0,2,0
0,67,2,1,0,0,0,2,0
1,64,2,1,0,0,0,2,0
0,33,4,1,0,0,0,1,0
0,55,2,1,0,0,0,2,0
1,33,7,8,0,0,0,1,0
0,38,2,1,0,1,0,2,0
1,33,2,1,0,1,0,2,0
0,78,2,1,0,0,0,2,0
0,46,2,1,0,0,0,0,0
1,26,5,2,0,0,1,1,1
1,45,7,9,0,1,1,1,0
0,41,5,5,0,1,1,0,0
1,33,7,6,0,0,1,1,0
0,26,5,7,0,0,1,1,0
1,31,5,11,0,1,1,0,0
0,46,5,8,0,0,1,2,0
1,44,5,7,0,1,1,1,0
0,40,2,2,0,1,1,1,0
0,29,5,2,0,1,1,1,0
0,35,7,9,0,1,1,1,0
1,56,2,11,0,1,1,0,0
0,51,3,3,0,1,1,2,0
1,51,7,9,0,1,1,2,0
1,49,5,11,0,1,1,0,0
0,19,5,4,0,1,1,1,0
0,54,2,6,0,0,1,2,0
1,48,5,6,0,0,1,2,0
0,29,5,6,0,0,1,0,0
1,25,7,8,0,0,1,2,0
1,50,3,10,0,0,1,2,0
0,55,5,1,0,1,1,1,0
1,54,7,4,0,0,1,0,0
0,26,5,8,0,0,1,2,0
0,52,3,3,0,0,1,2,0
0,50,6,1,0,0,0,2,1
1,50,2,11,0,0,1,0,0
0,54,2,1,0,0,1,1,0
1,55,5,4,0,0,1,0,0
0,33,4,4,1,1,1,2,0
1,26,7,7,1,1,1,1,0
1,45,7,9,1,0,1,2,0
0,51,7,7,1,0,1,1,0
1,26,7,3,1,0,1,1,0
0,53,5,8,1,1,1,1,0
0,22,5,10,1,0,1,1,0
1,38,5,9,1,1,1,1,0
0,43,7,7,1,1,1,1,0
1,43,7,7,1,0,1,1,0
0,60,5,9,1,0,1,2,0
1,56,5,7,1,0,1,0,0
0,39,7,7,1,0,1,2,0
0,39,5,2,1,1,1,1,0
1,38,7,9,1,1,1,2,0
1,45,7,4,1,0,1,2,0
0,50,7,2,1,0,1,1,0
1,51,5,11,1,1,1,0,1
0,63,7,9,1,1,1,2,0
0,18,5,2,1,0,1,1,1
1,53,7,9,1,0,1,1,0
0,24,5,5,1,0,1,1,0
1,24,6,6,1,0,1,2,0
1,27,7,6,1,0,1,1,0
0,50,5,10,1,0,1,2,0
1,46,7,9,1,0,1,2,0
1,45,7,9,1,0,1,2,0
0,63,3,1,0,1,0,2,0
0,32,3,1,0,1,0,1,0
1,46,2,1,0,0,0,2,1
0,46,2,1,0,0,0,0,1
0,21,5,1,0,0,0,2,1
0,50,2,1,0,1,0,1,0
1,49,2,11,0,1,0,0,1
0,82,1,10,0,0,1,2,0
1,43,7,4,0,0,1,1,0
1,36,5,4,0,1,1,0,1
1,56,7,9,0,1,1,1,0
1,34,7,3,0,1,1,1,0
0,31,7,7,0,1,1,1,0
0,52,5,2,0,0,1,1,0
0,23,6,7,0,0,1,1,0
1,21,5,7,0,0,1,1,0
0,28,5,2,0,0,1,1,0
1,48,6,8,0,0,1,2,0
0,49,7,2,0,0,1,2,0
0,38,7,2,0,0,1,2,0
1,38,7,2,0,0,1,2,0
1,24,5,6,0,0,1,1,0
0,38,5,5,0,0,1,0,0
0,42,7,9,0,0,1,2,0
1,44,7,9,0,0,1,2,0
0,53,7,7,0,0,1,2,0
1,49,7,4,0,0,1,2,0
0,52,7,8,0,0,1,2,0
1,49,7,9,0,0,1,2,0
0,40,7,9,0,0,1,2,0
1,42,7,9,0,0,1,1,0
0,45,5,4,1,1,1,1,0
1,45,5,6,1,0,1,2,0
0,53,7,4,1,1,1,1,0
0,24,4,2,1,1,1,1,0
0,23,4,6,1,1,1,1,0
0,23,2,5,1,0,1,2,0
0,31,4,7,1,1,1,0,1
0,39,5,4,0,0,1,0,0
1,39,5,11,0,1,1,0,0
1,23,7,8,0,0,1,2,0
0,24,5,4,0,1,1,1,0
0,52,7,8,0,0,1,2,0
1,47,5,2,0,0,1,1,0
1,25,7,9,0,0,1,2,0
0,20,6,7,0,0,1,0,0
0,36,5,4,0,0,1,1,0
0,38,5,2,0,0,1,1,1
0,41,3,9,0,0,1,0,0
1,37,3,11,0,0,1,0,0
0,40,5,2,0,0,1,1,0
1,38,6,9,0,0,1,1,0
0,41,5,2,0,1,1,2,0
0,40,2,4,0,1,1,1,1
0,40,5,3,0,1,1,2,0
0,63,5,4,0,0,1,1,0
0,56,2,3,0,0,1,1,0
0,49,5,2,0,0,1,1,0
1,29,6,4,0,0,1,1,0
0,21,5,4,0,0,1,1,0
1,36,5,4,0,1,1,2,1
0,36,5,3,0,0,1,1,1
0,33,5,4,0,0,1,0,0
0,21,5,10,0,0,1,2,0
1,26,5,2,0,1,1,1,0
0,20,4,2,0,0,1,1,0
0,25,5,2,0,1,1,0,0
0,32,7,4,0,0,1,2,0
0,58,2,4,0,0,1,2,0
0,32,2,3,0,1,1,1,1
0,57,3,2,0,1,1,1,0
0,56,2,2,0,1,1,1,0
0,21,5,2,0,1,1,1,0
1,40,5,2,0,0,1,1,0
0,17,5,4,0,0,0,2,0
0,55,3,2,0,0,0,1,0
1,40,5,11,0,0,0,1,0
0,29,5,2,0,0,0,1,0
0,49,2,1,0,1,0,1,0
0,28,6,4,1,1,1,2,1
1,43,2,7,1,1,1,1,1
0,48,2,7,1,1,1,1,0
0,75,7,6,1,0,1,2,0
1,31,7,9,1,0,1,0,0
1,64,4,2,1,0,1,2,0
