woman,age,education,work,metropolitan_area,non_white,urban,work_permit,poverty
0,47,5,9,0,1,1,2,0
0,41,2,3,0,1,1,0,1
0,67,2,2,0,1,1,2,1
1,48,5,10,0,1,1,0,1
0,34,2,4,0,1,1,0,1
1,47,7,9,0,1,1,2,0
0,35,2,6,0,1,1,2,1
0,36,2,8,0,1,1,0,1
0,55,2,2,0,1,1,2,1
0,24,4,3,0,1,1,0,0
1,37,2,11,0,1,1,0,1
0,39,2,3,0,1,1,0,1
1,35,7,4,0,1,1,1,0
0,38,5,4,0,1,1,1,0
0,36,2,4,0,1,1,2,1
0,51,2,3,0,1,1,0,1
1,36,2,1,0,1,0,2,1
0,43,2,3,0,1,0,0,1
0,65,2,1,0,1,0,2,0
1,47,3,4,1,1,1,1,1
1,45,5,11,1,1,1,1,0
0,48,5,10,1,1,1,2,0
1,52,5,11,1,1,1,0,1
0,40,5,3,1,1,1,1,0
0,34,1,4,1,1,1,0,1
0,42,5,5,1,1,1,2,1
1,44,5,4,1,1,1,1,0
0,23,7,6,1,1,1,1,0
0,22,7,6,1,1,1,1,0
1,39,5,2,1,1,1,2,0
0,41,5,5,1,1,1,1,0
0,66,4,8,1,1,1,2,0
0,42,7,7,1,1,1,2,0
1,36,7,9,1,1,1,2,0
0,36,7,9,1,1,1,2,1
0,34,2,6,0,1,0,0,1
0,35,2,1,0,1,0,2,0
1,31,7,9,0,1,0,2,0
1,33,2,11,0,1,0,0,1
0,26,5,1,0,1,0,0,1
0,60,1,6,0,1,0,0,0
0,32,7,9,0,1,0,2,0
1,28,5,10,0,1,0,2,0
1,34,5,9,0,1,0,2,0
0,34,5,4,0,1,0,1,0
1,42,3,1,0,1,0,2,1
0,45,5,3,0,1,0,1,1
0,41,2,1,0,1,0,2,1
0,62,2,4,0,0,0,2,0
0,24,4,4,0,1,0,0,1
0,41,2,3,0,1,0,0,1
0,24,5,4,0,1,0,0,1
0,46,3,3,0,0,0,2,1
0,53,3,8,0,1,0,1,0
1,50,3,9,0,1,0,1,0
1,44,7,4,0,1,1,2,1
0,62,7,8,0,1,1,2,0
0,52,5,3,0,0,1,2,1
0,23,7,9,0,1,1,1,0
0,22,4,1,0,1,0,2,1
0,36,2,3,0,1,0,2,1
0,44,2,1,0,1,0,1,0
0,20,2,3,0,1,0,0,1
0,21,2,3,0,1,0,0,1
0,43,2,1,0,1,0,0,0
0,42,1,11,0,1,0,0,1
0,52,2,1,0,1,0,2,1
0,41,7,7,1,0,1,2,0
0,37,2,1,0,1,0,0,1
0,41,2,4,0,1,0,2,1
0,24,3,1,0,1,0,2,1
1,50,7,1,0,1,0,1,0
0,32,2,1,0,1,0,0,1
0,31,2,2,0,1,0,0,1
0,37,2,1,0,0,0,1,0
1,34,3,11,0,1,0,0,0
0,36,2,1,0,1,0,0,1
0,36,2,1,0,1,0,1,0
1,57,7,9,0,1,1,2,1
0,44,2,3,0,1,1,2,1
1,35,4,4,0,1,1,2,1
0,36,5,9,0,1,1,0,1
0,40,3,7,0,1,1,1,0
1,27,7,4,0,1,1,1,0
1,42,6,4,0,1,1,1,0
1,19,5,10,0,1,1,0,0
0,23,6,3,0,1,1,0,0
1,37,3,4,0,0,1,1,0
1,56,2,11,0,1,1,0,1
1,34,4,11,0,1,1,0,1
0,29,2,3,0,1,1,2,1
1,26,5,11,0,1,1,0,1
1,24,4,11,0,1,1,0,1
1,35,5,11,0,1,1,0,0
0,23,5,8,0,1,1,2,0
0,61,3,10,0,1,1,2,0
1,37,7,10,0,1,1,1,0
0,29,5,8,0,1,1,2,0
1,37,2,11,0,1,1,0,1
0,19,3,8,0,0,1,0,1
1,49,7,9,0,1,1,2,0
1,43,5,9,0,1,1,2,0
0,53,5,1,0,1,0,2,0
0,42,2,3,0,1,0,0,1
0,25,2,1,0,1,0,0,1
0,22,5,4,0,1,0,1,1
1,40,2,2,0,1,0,2,1
1,49,5,9,0,0,1,2,0
0,53,2,4,0,0,1,2,0
1,30,5,6,0,0,1,1,0
1,54,7,8,0,0,1,2,0
0,29,7,7,0,0,1,1,0
1,48,2,4,0,1,1,1,0
0,29,2,4,0,0,1,2,0
1,42,6,6,0,1,1,0,1
0,60,2,4,0,1,1,1,0
1,40,6,4,0,0,1,2,0
0,41,3,2,0,0,1,1,0
0,26,7,7,0,1,1,0,0
0,42,7,4,0,0,1,0,0
0,67,3,4,0,0,1,2,0
0,44,5,2,0,1,1,1,1
0,57,1,4,0,1,1,2,0
1,53,5,7,0,1,1,1,0
0,61,2,4,0,1,1,2,0
1,25,5,4,0,1,1,1,0
0,53,5,4,0,1,1,2,0
0,25,6,4,0,1,1,2,0
1,29,7,5,0,1,1,1,0
1,32,5,6,0,1,0,0,0
0,50,2,1,0,0,0,0,0
0,25,7,9,0,1,0,0,0
1,23,5,4,0,1,0,1,0
0,38,2,1,0,0,0,2,1
0,62,2,6,0,1,0,2,1
0,55,2,11,0,0,0,1,1
0,22,5,6,0,0,0,0,1
0,50,2,3,0,0,0,0,0
1,30,5,9,0,1,0,2,0
0,19,5,3,0,1,0,0,0
0,48,5,4,0,1,0,2,1
0,24,5,4,0,1,0,0,1
0,39,6,9,0,1,0,2,1
1,31,2,6,0,1,0,2,1
0,39,7,9,0,0,1,2,0
1,46,7,9,0,1,1,2,0
1,54,7,8,0,1,1,2,0
0,51,2,3,0,1,1,2,1
0,21,5,3,0,1,1,2,1
0,58,2,9,0,1,1,2,1
0,50,2,3,0,1,1,2,0
0,22,4,3,0,1,1,0,0
0,32,7,3,0,1,1,0,0
0,25,5,9,0,1,1,0,0
0,36,3,9,0,1,1,0,1
0,32,7,8,0,1,1,2,0
0,62,2,9,0,1,1,2,0
1,41,2,8,0,1,1,0,0
1,24,5,11,0,1,1,1,0
1,23,5,11,0,1,1,0,0
1,29,7,9,1,1,1,1,0
1,20,5,6,1,0,1,1,0
0,35,2,4,0,1,1,0,1
1,44,5,9,0,1,1,2,0
0,52,2,4,0,1,1,2,0
1,56,2,4,0,0,1,2,1
1,47,7,9,0,1,1,0,0
0,47,2,3,0,1,1,2,0
0,20,5,1,0,1,1,1,0
0,41,2,1,0,1,0,2,1
0,71,2,6,0,1,0,2,1
0,51,2,9,0,1,0,2,0
0,62,2,1,0,1,0,0,1
0,46,7,9,0,1,0,2,0
0,32,7,9,0,0,1,2,0
1,30,7,8,0,0,1,0,0
0,38,7,9,0,0,1,0,0
1,35,7,9,0,1,1,2,0
1,47,2,10,0,0,1,2,1
0,33,5,8,0,1,1,2,0
1,24,7,9,0,1,1,0,0
0,34,2,3,0,1,1,2,0
1,52,2,11,0,1,1,0,1
0,53,2,3,0,1,1,2,1
1,62,5,9,1,1,1,2,0
0,55,5,8,1,1,1,0,0
0,49,7,8,1,1,1,2,0
1,38,7,9,1,1,1,2,0
1,36,5,4,1,1,1,2,0
0,58,3,5,1,1,1,1,0
1,32,6,9,1,1,1,2,0
1,34,7,9,0,1,1,0,0
0,35,5,4,0,0,1,2,0
1,51,5,4,0,1,1,2,0
0,33,7,9,0,1,1,2,0
1,31,7,9,0,1,1,0,0
0,40,2,1,0,1,0,2,1
0,23,6,4,1,0,1,1,0
0,62,1,6,1,1,1,2,0
1,51,2,4,1,1,1,2,0
1,25,6,4,1,1,1,1,0
0,61,1,10,1,1,1,2,1
1,42,5,7,1,0,1,1,1
0,54,5,9,1,1,1,2,0
1,48,7,4,1,0,1,2,0
0,59,7,9,1,1,1,2,0
1,56,5,11,1,1,1,0,0
1,55,5,9,1,1,1,1,0
0,53,1,3,0,1,0,2,1
1,36,2,11,0,1,0,0,1
0,45,2,1,0,1,0,0,1
0,36,2,1,0,1,0,0,1
0,34,2,1,0,1,0,0,1
1,53,5,4,1,0,1,1,0
0,27,7,9,1,1,1,1,0
0,32,5,9,1,0,1,1,1
1,44,7,7,1,1,1,1,0
1,27,3,4,0,0,0,2,1
0,35,3,4,0,0,0,1,1
1,32,2,11,0,0,0,0,1
1,54,3,4,0,1,0,2,0
0,53,2,2,0,0,0,0,0
0,36,6,4,1,1,1,1,0
0,44,2,3,1,1,1,2,0
0,20,6,7,1,1,1,1,0
1,57,2,11,1,1,1,0,1
0,29,5,4,1,1,1,2,1
1,43,3,6,1,1,1,1,0
1,19,5,7,1,0,1,1,0
1,31,5,10,1,1,1,0,0
0,38,7,4,1,0,1,0,0
1,32,7,9,1,1,1,1,0
0,35,3,11,1,1,1,1,1
1,33,5,11,1,1,1,1,1
0,38,6,9,1,1,1,1,0
0,28,7,4,1,1,1,1,0
0,51,3,6,0,1,1,2,0
0,39,2,2,0,1,1,1,0
0,27,4,7,0,1,1,1,0
0,34,6,4,0,0,1,2,0
0,38,2,1,0,1,0,0,0
1,25,5,10,0,1,1,2,1
0,23,2,2,0,1,1,1,1
0,22,2,3,0,1,1,0,1
0,21,2,3,0,1,1,0,1
0,25,3,1,0,1,1,0,1
0,43,2,2,0,1,1,2,1
0,14,2,2,0,1,1,0,1
0,46,2,3,0,1,1,2,0
1,43,2,10,0,0,1,2,0
1,36,5,10,0,1,1,2,1
1,31,5,4,0,1,1,2,1
0,57,2,3,0,1,1,2,0
0,42,2,10,0,1,1,0,0
0,35,3,2,0,1,1,2,1
1,35,5,10,0,0,1,2,1
0,42,5,10,0,1,1,2,1
1,39,2,4,0,0,1,2,1
0,45,2,7,0,1,1,1,0
1,49,5,8,1,1,1,1,1
1,59,7,9,1,1,1,2,0
0,34,6,7,1,1,1,0,0
0,40,2,3,1,1,1,2,0
1,56,7,2,1,1,1,2,0
0,32,5,6,1,1,1,2,0
0,67,5,4,0,1,1,2,0
1,20,5,11,0,1,1,0,1
0,35,5,10,0,1,1,2,1
0,29,6,4,0,1,1,0,0
1,33,5,11,0,1,1,0,1
1,33,6,11,0,1,1,0,1
1,38,5,11,0,1,1,0,1
0,32,7,9,0,1,1,0,0
1,34,5,9,0,1,1,0,0
0,30,4,4,0,1,1,0,1
0,29,5,9,0,1,1,0,1
0,64,2,4,0,1,0,2,1
0,23,5,1,0,1,0,0,1
0,49,7,9,1,1,1,2,0
1,54,7,9,1,1,1,1,0
0,60,7,4,1,1,1,2,0
0,34,5,4,1,0,1,0,0
1,18,5,9,1,0,1,1,0
1,49,7,7,1,1,1,1,0
0,33,7,7,1,0,1,1,0
1,29,7,7,1,1,1,1,0
0,45,5,7,1,1,1,1,1
0,33,6,6,1,1,1,2,1
0,77,1,1,0,1,0,2,1
1,38,2,4,0,1,0,2,1
0,47,2,3,0,1,0,0,1
0,32,7,4,0,1,0,2,0
0,33,1,1,0,1,0,0,1
0,54,3,3,0,1,0,2,1
1,50,7,8,1,1,1,2,0
0,55,5,4,1,1,1,1,0
1,51,6,4,1,0,1,2,0
0,23,5,4,1,0,1,1,0
1,20,5,4,1,1,1,1,0
1,40,4,6,1,1,1,0,1
1,49,7,8,1,0,1,2,0
0,67,2,1,0,1,0,2,1
0,72,2,7,0,1,0,2,0
1,47,1,4,0,1,0,2,0
0,80,1,1,0,0,0,2,1
1,38,7,8,0,1,0,0,1
0,49,1,1,0,1,0,2,1
0,35,2,1,0,1,0,2,1
0,34,2,1,0,1,0,2,1
0,39,2,2,0,1,0,0,1
0,70,2,6,0,1,0,2,0
0,56,2,1,0,1,0,2,1
0,47,2,3,0,1,1,0,1
1,44,2,6,0,0,1,0,1
0,56,2,10,0,1,1,1,0
1,62,5,10,0,1,1,1,0
1,34,5,4,0,1,1,2,0
0,37,4,3,0,1,1,0,0
0,39,5,4,0,0,1,2,0
1,54,7,9,0,1,1,2,0
0,56,2,4,0,1,1,0,0
0,69,2,4,0,1,1,2,0
0,25,5,4,0,1,1,1,0
0,22,5,4,0,1,1,2,0
1,38,7,4,0,1,1,2,0
0,42,5,4,0,0,1,2,0
1,47,7,9,0,1,1,2,0
0,38,3,4,0,1,1,2,0
0,43,7,9,1,1,1,2,0
1,45,7,4,1,1,1,2,0
0,60,7,8,0,1,1,2,0
0,32,7,8,0,1,1,0,0
1,51,7,9,0,1,1,0,0
0,46,7,8,0,1,1,0,0
1,48,7,9,0,0,1,0,0
0,47,5,9,0,1,1,1,0
1,55,5,9,0,1,1,1,0
0,43,5,4,0,0,1,1,0
1,43,5,4,0,1,1,1,0
0,46,2,5,0,0,1,2,0
1,43,7,9,0,1,1,1,0
0,45,2,6,0,1,1,2,0
1,37,5,8,0,0,1,2,1
0,29,4,7,0,1,1,0,1
1,39,2,8,0,1,1,0,1
0,29,2,4,0,1,1,0,1
0,52,2,2,0,1,1,2,0
1,50,3,9,0,1,1,2,0
0,48,2,4,0,1,1,2,0
1,40,7,9,0,1,1,2,0
0,60,1,1,0,0,0,2,1
0,49,1,1,0,0,0,2,1
0,30,3,1,0,1,0,2,1
0,53,3,1,0,1,0,2,1
0,58,1,1,0,1,0,2,1
0,56,1,1,0,0,0,2,1
0,32,2,1,0,1,0,2,1
0,52,1,1,0,1,0,0,0
0,19,4,5,0,0,0,0,0
0,29,2,1,0,1,0,0,1
0,35,2,1,0,1,1,0,1
0,32,2,4,0,1,1,0,1
0,44,4,1,0,1,0,2,1
0,43,2,3,0,1,0,0,1
1,42,2,1,0,1,0,2,1
0,66,1,1,0,1,0,2,1
0,70,1,1,0,1,0,2,1
0,34,2,6,0,0,0,2,1
0,41,1,3,0,0,0,2,1
1,15,2,11,0,0,0,0,1
1,58,1,9,0,1,0,2,0
0,44,1,1,0,0,0,2,1
1,58,5,7,1,0,1,1,0
1,25,7,7,1,0,1,2,0
1,51,5,11,1,0,1,1,0
1,71,7,8,1,0,1,2,0
0,79,7,7,1,0,1,2,0
0,70,7,3,1,0,1,2,0
1,66,7,3,1,0,1,2,0
1,57,7,6,1,1,1,2,0
0,67,7,6,1,0,1,2,0
0,48,7,7,1,0,1,2,0
0,30,4,4,1,0,1,2,0
1,40,3,11,1,1,1,0,1
1,23,5,9,1,0,1,0,1
0,48,7,2,1,1,1,1,0
1,43,2,11,1,1,1,0,0
0,62,7,9,1,0,1,2,0
0,40,2,1,0,1,0,0,1
0,30,4,9,0,1,0,0,1
0,39,5,4,0,1,0,2,0
1,67,7,9,0,1,0,2,0
0,32,2,1,0,1,0,0,1
0,23,2,5,0,1,0,0,1
0,22,2,5,0,1,0,0,1
1,37,5,2,0,1,0,1,1
0,23,4,1,0,0,0,0,1
0,39,3,8,0,1,0,0,1
1,40,7,9,0,1,0,2,0
0,27,5,4,0,0,0,0,0
0,30,5,8,0,1,0,2,1
0,35,2,4,0,1,0,2,1
0,33,5,1,0,1,0,0,1
1,29,5,1,0,1,0,0,1
0,41,4,2,0,1,1,1,0
1,44,7,9,0,1,1,2,0
0,47,2,4,0,1,1,2,1
1,42,2,2,0,1,1,1,1
0,38,7,8,0,1,1,2,0
1,32,5,4,0,0,1,2,0
1,57,7,10,0,1,1,2,0
0,34,5,4,0,1,1,1,0
1,28,5,10,0,1,1,0,0
1,47,2,11,0,1,1,0,0
1,22,5,2,0,1,1,1,1
0,22,6,8,0,1,1,1,0
0,53,2,2,0,1,1,1,0
1,40,3,6,0,1,1,2,0
1,27,6,4,0,1,1,1,1
1,21,5,4,0,1,1,1,0
0,24,5,6,0,0,1,0,0
0,50,5,4,0,0,1,1,0
1,44,4,2,0,1,1,0,1
0,25,5,2,0,0,1,1,1
0,25,5,2,0,0,1,1,1
0,33,5,4,0,1,1,2,0
0,38,4,5,0,1,0,2,0
1,35,2,1,0,1,0,2,1
0,44,2,1,0,1,0,2,1
0,37,2,4,0,1,0,2,0
1,34,7,9,0,1,0,0,0
0,31,5,8,0,1,0,0,0
1,42,5,6,0,1,0,2,1
0,31,4,6,0,1,0,2,1
0,31,2,4,0,1,0,1,1
0,54,2,4,0,0,0,2,0
0,36,4,2,0,1,1,0,1
0,44,3,4,0,1,1,2,1
0,22,4,3,0,1,0,0,1
0,45,4,7,1,1,1,1,0
0,36,5,4,1,1,1,2,1
0,29,6,5,1,0,1,1,0
1,51,5,4,1,1,1,1,0
0,52,2,5,1,0,1,2,0
0,45,7,4,1,1,1,1,0
1,45,7,10,1,1,1,2,0
0,32,4,4,1,1,1,1,0
0,33,5,9,1,1,1,2,0
0,45,2,3,1,0,1,1,0
1,24,7,9,0,0,1,0,1
1,43,7,9,0,1,1,0,0
1,49,7,9,0,1,1,2,0
0,56,5,9,0,1,1,0,0
0,27,5,7,0,1,1,1,0
1,36,7,9,0,1,1,2,0
0,53,4,4,0,0,1,2,0
1,45,5,6,0,1,1,2,0
0,36,2,1,0,1,0,2,1
0,50,2,7,0,1,0,1,0
1,40,3,2,0,1,0,1,0
0,31,5,1,0,1,1,1,1
1,24,4,11,0,1,1,0,1
0,52,2,1,0,1,0,2,1
0,47,2,10,0,0,0,1,1
0,40,3,4,1,1,1,2,1
0,34,2,3,1,1,1,2,1
1,21,5,4,1,0,1,1,1
0,57,2,6,1,1,1,2,1
0,45,2,4,1,1,1,1,0
1,34,6,4,1,1,1,1,0
0,33,2,4,1,1,1,1,1
0,53,2,4,1,1,1,2,1
1,22,5,4,1,1,1,1,1
0,37,5,8,0,1,1,0,1
1,28,2,10,0,1,1,2,1
0,30,6,2,0,1,1,1,0
0,29,5,4,0,1,0,0,1
1,24,5,11,0,1,0,0,1
0,50,2,1,0,0,0,2,0
0,55,2,1,0,1,0,2,0
0,26,3,11,0,1,0,0,1
1,21,5,11,0,1,0,0,1
0,57,1,1,0,1,0,0,1
0,73,1,4,1,1,1,2,1
0,27,5,9,1,1,1,1,0
1,34,5,4,1,1,1,1,1
0,58,4,10,1,0,1,1,0
0,28,5,5,1,0,1,2,0
1,32,5,11,1,0,1,0,0
0,50,7,5,1,0,1,1,1
0,24,5,1,0,1,0,0,0
0,45,2,1,0,0,0,0,1
0,40,5,8,0,1,0,0,1
0,43,5,1,0,1,0,0,0
0,21,5,1,0,1,0,0,1
1,29,6,9,0,1,0,2,0
0,31,5,10,0,1,0,2,0
1,41,7,9,0,1,0,1,0
1,45,2,11,0,1,0,0,1
0,28,5,7,0,1,0,1,1
0,45,3,4,1,1,1,1,0
1,27,7,8,1,1,1,2,0
0,59,2,4,1,1,1,0,0
1,51,4,2,1,1,1,1,0
0,20,3,7,1,1,1,2,1
0,20,3,7,1,1,1,2,1
0,49,5,2,1,1,1,2,1
1,25,5,4,1,1,1,1,1
1,42,7,9,0,1,1,2,0
1,35,7,9,1,0,1,1,0
0,40,6,4,1,1,1,1,0
1,41,6,4,1,1,1,1,1
1,44,5,2,1,1,1,1,0
1,19,5,9,1,1,1,0,0
1,38,5,5,1,1,1,1,0
0,23,5,7,1,1,1,1,0
1,20,5,7,1,0,1,1,0
0,52,2,1,0,1,0,2,0
0,56,2,5,0,1,0,0,1
1,52,3,11,0,1,0,0,1
0,37,5,2,0,1,0,1,1
1,43,7,9,1,1,1,2,1
1,42,7,8,1,0,1,0,0
1,42,7,8,1,0,1,2,0
0,46,7,8,1,1,1,2,0
0,32,5,10,1,1,1,2,0
1,33,7,9,1,1,1,1,0
1,44,2,6,1,0,1,2,1
1,63,7,9,1,0,1,2,0
0,64,5,9,1,1,1,2,0
1,47,7,9,1,0,1,2,0
0,28,6,7,1,0,1,1,0
0,56,5,8,1,1,1,2,0
1,33,7,9,1,1,1,2,0
0,54,2,4,1,1,1,2,0
1,27,5,9,1,1,1,0,0
0,23,6,9,1,1,1,1,0
1,48,3,4,1,0,1,2,0
1,25,7,4,1,0,1,1,0
1,23,6,4,1,1,1,0,0
1,56,7,9,1,0,1,1,0
0,19,5,3,0,1,0,0,1
1,46,7,9,0,0,0,1,0
0,47,2,1,0,1,0,2,1
0,36,2,4,0,1,1,1,1
1,47,7,9,0,0,1,2,0
1,50,3,11,0,1,1,0,1
0,51,2,1,0,0,0,0,1
1,51,2,4,0,0,0,2,1
0,31,2,1,0,1,0,0,1
0,48,2,3,0,0,0,2,1
1,44,7,9,0,0,0,2,0
1,23,5,9,0,1,0,0,0
0,23,4,3,0,0,0,1,1
0,52,1,1,0,1,0,2,1
0,33,2,1,0,0,0,2,1
1,48,6,7,1,1,1,1,0
0,39,7,7,1,1,1,2,0
0,62,5,3,1,0,1,0,0
1,61,7,7,1,0,1,2,0
0,34,7,7,1,0,1,1,0
0,68,7,9,1,1,1,2,0
0,63,7,9,1,1,1,0,0
0,24,5,4,1,1,1,1,1
0,45,5,10,0,1,1,2,0
0,40,5,3,0,1,1,2,0
0,44,5,5,0,0,1,2,0
1,60,5,7,0,0,1,2,0
1,47,5,4,0,0,1,0,0
0,51,1,4,0,1,1,0,0
0,17,4,6,0,0,1,0,1
1,42,7,9,0,0,1,2,1
1,47,5,9,0,0,1,2,0
0,54,5,2,0,0,1,2,0
1,31,7,9,0,1,1,0,1
0,44,2,5,0,0,1,2,0
1,46,7,9,0,1,1,2,0
1,22,6,4,0,1,1,2,0
1,27,7,9,0,0,1,0,0
1,33,5,9,0,0,1,2,1
0,33,2,4,0,0,0,2,1
0,51,1,1,0,1,0,2,1
0,51,1,1,0,1,0,2,0
0,51,5,1,0,1,0,2,1
0,41,2,1,0,1,0,0,1
1,41,3,11,0,1,0,0,1
0,47,2,1,0,1,0,0,1
1,41,1,1,0,1,0,2,1
0,45,2,4,0,1,0,2,1
0,49,2,1,0,1,0,0,1
0,67,1,1,0,1,0,0,1
0,45,2,1,0,1,0,0,1
0,43,2,3,0,1,0,2,1
0,36,5,1,1,1,1,1,0
1,47,2,6,0,1,1,2,1
0,51,2,1,0,1,1,2,1
0,22,5,6,0,1,1,0,0
0,29,2,11,0,1,1,0,1
1,36,5,4,0,1,1,2,0
0,43,2,3,0,0,1,1,1
0,28,5,4,0,1,1,2,0
1,24,5,11,0,1,1,0,1
1,54,5,4,0,0,1,0,1
0,63,1,1,0,1,1,2,1
1,44,3,11,0,1,1,0,1
1,27,5,11,0,1,1,0,1
1,55,5,7,0,0,1,1,0
0,32,7,7,0,0,1,1,0
1,67,2,2,0,1,1,2,1
1,36,5,4,0,1,1,0,1
0,53,5,1,0,1,1,2,1
1,46,5,2,0,1,1,2,1
1,33,7,2,0,1,1,2,1
1,52,2,11,0,1,1,0,1
1,24,3,4,0,1,0,2,1
1,55,5,8,0,1,0,2,1
1,38,2,1,0,1,0,2,0
0,53,2,3,0,1,0,0,0
1,30,3,2,0,0,0,2,1
0,39,2,3,0,0,0,2,0
1,39,3,6,0,1,0,0,0
0,26,2,1,0,0,1,0,0
1,26,4,10,0,0,1,2,0
1,38,5,2,0,0,1,1,0
0,36,5,2,0,0,1,1,0
0,28,6,8,0,0,1,2,0
1,26,6,4,0,0,1,1,0
0,46,5,8,0,1,1,2,1
0,34,5,5,0,1,1,2,1
0,37,7,2,1,1,1,1,0
1,42,7,4,1,0,1,2,0
0,40,7,2,1,1,1,2,0
1,63,3,11,1,1,1,1,0
0,18,5,11,1,1,1,1,0
0,23,5,4,1,1,1,1,1
0,21,6,8,1,0,1,0,0
0,29,5,7,1,1,1,1,0
0,69,2,4,0,1,1,2,1
0,57,2,3,0,1,1,2,1
0,37,5,7,0,0,1,2,0
1,31,7,7,0,0,1,2,0
1,42,5,4,0,0,1,1,0
0,39,3,6,0,0,1,2,0
0,65,1,3,0,1,1,2,1
0,63,2,7,1,1,1,1,1
0,27,5,7,1,1,1,1,0
1,40,3,6,1,1,1,0,1
0,67,2,9,0,1,0,2,0
0,47,2,1,0,1,0,0,1
1,49,2,9,0,1,0,2,1
0,31,4,3,0,1,0,2,1
1,27,5,10,0,1,0,0,1
0,57,1,1,0,1,0,2,1
1,48,2,11,0,1,0,0,1
0,47,5,9,1,0,1,1,0
0,48,2,3,1,1,1,2,0
0,24,7,10,1,1,1,1,1
0,59,5,8,1,1,1,2,0
1,35,6,7,1,1,1,1,0
1,54,2,9,0,1,0,2,1
1,33,5,10,0,1,0,0,1
0,27,5,1,0,1,0,0,0
1,42,2,2,0,1,0,2,1
0,33,5,1,0,1,0,2,1
0,34,5,1,0,1,0,2,0
0,26,5,1,0,1,0,0,1
0,42,2,1,0,0,0,0,1
0,50,1,1,0,1,0,0,1
0,40,4,3,0,1,0,2,1
0,49,2,1,0,1,1,2,0
1,45,2,9,0,1,1,2,1
0,26,5,3,0,1,1,2,1
1,54,2,9,0,1,1,2,0
0,21,4,4,0,1,1,0,0
0,39,2,8,0,1,1,0,0
0,20,6,8,0,0,1,0,0
0,76,2,1,0,0,1,2,1
0,39,7,7,0,0,1,2,0
1,34,6,7,0,1,1,0,0
0,57,5,6,0,0,1,2,0
0,51,2,10,0,1,1,2,0
1,29,3,10,0,1,1,0,0
0,57,5,3,0,1,1,0,0
0,24,6,4,0,1,1,1,0
0,53,6,8,0,1,1,2,0
0,34,5,3,0,1,1,0,0
1,25,4,4,0,1,1,2,0
0,58,5,6,1,1,1,2,0
1,46,5,6,1,0,1,2,0
1,42,2,11,1,1,1,0,1
0,33,7,8,1,0,1,2,0
1,27,6,7,1,1,1,1,0
0,29,6,4,1,1,1,1,0
1,25,7,9,1,0,1,2,1
0,29,5,4,1,1,1,1,0
0,83,2,2,0,1,1,2,0
1,79,2,2,0,1,1,2,0
0,47,5,10,0,1,1,2,0
1,40,7,9,0,1,1,2,0
0,28,4,4,0,0,1,2,0
1,31,7,7,0,1,1,1,0
0,35,3,8,0,0,1,1,0
0,33,3,9,0,0,1,1,0
0,47,2,1,0,1,1,0,1
1,41,3,11,0,1,1,0,1
1,47,7,9,0,1,1,2,0
1,30,5,2,0,1,1,2,1
1,51,7,9,0,1,1,2,0
1,57,5,9,1,0,1,2,0
0,57,3,5,1,0,1,1,0
1,48,5,4,1,1,1,1,0
0,40,7,8,1,1,1,2,0
1,37,5,2,1,0,1,2,0
0,25,6,2,1,1,1,1,0
0,36,5,3,1,1,1,1,0
1,35,7,9,1,1,1,1,0
1,32,5,10,1,0,1,0,0
0,52,6,4,1,1,1,2,0
1,69,7,9,1,1,1,2,0
0,36,5,1,0,1,0,0,1
0,65,2,4,0,1,0,2,1
0,48,1,1,0,1,0,2,1
0,30,5,1,0,0,0,2,1
0,46,2,1,0,1,0,0,1
0,48,1,1,0,1,0,2,1
0,45,1,1,0,1,0,2,1
1,41,2,2,0,1,0,2,1
0,50,2,1,0,1,0,2,1
0,20,4,3,0,1,0,0,1
1,40,2,2,0,1,0,2,1
0,37,2,1,0,0,0,0,1
0,59,2,1,0,1,0,0,1
0,32,2,1,0,1,0,1,1
0,66,4,4,1,0,1,2,0
0,40,3,4,1,0,1,1,0
0,25,3,5,1,0,1,2,0
1,48,5,4,1,1,1,2,0
0,29,4,2,1,1,1,1,1
0,54,1,10,0,1,0,0,1
0,43,1,1,0,0,0,2,1
0,36,4,1,0,1,0,0,1
0,31,4,4,0,1,0,1,1
0,49,1,1,0,1,0,2,1
0,47,7,6,1,0,1,2,0
1,37,7,9,1,0,1,1,0
0,34,4,1,0,1,0,2,1
0,21,2,1,0,1,0,0,1
1,15,2,11,0,1,0,0,1
1,39,2,9,0,1,0,2,0
0,25,4,4,0,1,0,2,1
0,65,2,3,1,1,1,2,0
1,69,5,2,1,1,1,0,0
0,20,5,3,0,1,0,0,0
0,51,1,1,0,1,0,2,1
0,40,2,1,0,0,0,2,1
0,59,2,10,0,0,0,2,1
1,39,2,2,0,1,0,2,1
0,31,2,3,0,1,0,0,0
1,22,5,7,0,1,0,0,0
0,31,2,1,0,1,0,0,1
0,67,2,1,0,0,0,2,1
0,56,2,1,0,1,0,0,1
0,27,5,2,0,1,0,1,1
0,58,2,3,0,1,0,2,1
0,60,1,3,0,1,0,2,1
0,43,6,5,1,1,1,0,0
1,23,6,6,0,1,1,0,1
0,43,2,4,0,0,1,2,1
1,23,5,4,0,1,1,0,1
1,39,7,9,0,1,1,2,0
0,45,3,5,0,1,1,2,0
1,33,5,9,0,1,1,0,1
0,22,5,4,0,0,1,1,0
0,38,2,3,0,0,1,0,1
0,56,1,2,0,1,1,2,1
